tweet,username,predict_sentiment
pramono tambah slb jakarta utara keluh warga nama upi apriyani milik rumah quran disabilitas jakarta utara jakartamenyala jakartamnyala pramdoelmenang pramdoel,_CayoPerico,positive
warga jakarta pilih mas pram  bang doel pilkada ya jakartamenyala,StellaSuwardi,positive
tinggal krn rasa ga kompeten track record kang emil wktu jd gubernur jabar buruk palagi kalo mimpin jakarta pantesan aja beking kang emil down jakartamenyala prakaruntukjakarta lian payne abidzar doktor bahlil erina elon hobi omakase,NyaiKhonguan,neutral
yg sorot kamera yg sorot yg pilih mas pram amp bang doel gubernur amp wakil gubernur jakarta jakartamenyala prakaruntukjakarta,OniMeniq74,positive
warga jakarta biar kenal cagub pramono anung amp cawagub dkj rano karno ayo ikut streaming aja acara jakarta nyala pramono  rano pimpin jakarta jumat  oktober  jam  wib garuda tv jakartamenyala prakaruntukjakarta,OniMeniq74,neutral
minum khas betawi jadi minum resmi acara formal jakarta pramdoel tang pilkada komitmen pramdoel angkat maju budaya betawi identitas jakarta jakartamenyala prakaruntukjakarta,mulanbilqis,neutral
blusukan pasar munjul jakarta pramono tinjau ulang retribusi dagang lanjut bangun pasar munjul yg mangkrak pramdoel jakartamenyala  haikal yamal erina yahya sinwar,Ghurem2,neutral
aamiin aamiin aamiin allahuma aamiin alhamdulillah moga doa dukung kyai warga jakarta utk mas pram bang doel dihijabahi allah swt aamiin jakartamenyala prakaruntukjakarta pramdoel,siapanamina,positive
warga pasar munjul dukung pramonobang doel pimpin jakarta harap bawah pimpin pramdoel pasar munjul cepat lanjut bangun jakartamenyala prakaruntukjakarta,mulanbilqis,positive
salah hobi rk bangun apa mangkrak monumen mesin parkir tinggal kang emil rungkad  m krn ga efekfif lagilagi mubazir kalo ga lambai tangan kang jakarta rk jakartamenyala prakaruntukjakarta liam payne erina elon omakase bluesky,NyaiKhonguan,neutral
mas pram layak selamat mas pramono anung raih detikcom awards  kategori tokoh pimpin kolaboratif jakartamenyala prakaruntukjakarta,OniMeniq74,positive
agama jakartamenyala prakaruntukjakarta,tnmuda,neutral
langsung  sambit dr kiri emang assuu ayo bantu kawal jakartamenyala ,JhoenRf,neutral
 jakarta rk  teriak warga pasar cipulir rk kalo malu dah pulang sajandak ngeles pake style selfi sm ciwi jakartamenyala,siapanamina,negative
calon gubernur jakarta pramono anung temu ketua gereja hkbp sejakarta gedung sopo marpingkir pulo gebang jakarta timur pramono anung  rano karno nyala jakartamenyala prakaruntukjakarta,seruanhl,neutral
dg penuh haru bangga cak lontong wakil pramono anung terima harga detikcom award sbg tokoh pimpin kolaboratif alhamdulillah jakartamenyala  rasulullah yahya sinwar erina,Ghurem2,positive
jakarta nyala pramonorano pimpin jakarta streaming on garuda tv jumat  okt jam  wib ramai  jakarta nyala jakartamenyala prakaruntukjakarta,mulanbilqis,neutral
bang doel mpok oneng rieke ojol nyala bantu pulang jenazah anak siti kemudi ojol yg tinggal kamboja jakartamenyala prakaruntukjakarta,JhoenRf,positive
wuih jakartamenyala,MasSodikin4,positive
gubernur jakarta berat bob biar mas ga dar uang rumah mobil aplg smp nyuri uang perintah kriminal maseeee udah biar mas pram bang doel  kagak ribet dah bikin rakyat jakarta hidup lbh jakartamenyala,Jelli_cent,neutral
mas pram jadi bir pletok welcome drink ciri khas jakarta prakaruntukjakarta jakartamenyala,Cintada16,positive
polemik jam buka warung madura pramono anung warung madura buka  jam tingkat sdm mas pram program latih kerja jakarta nyala jakartamenyala prakaruntukjakarta,mulanbilqis,neutral
pramono anung komitmen lanjut bangun pasar munjul mangkrak tinjau ulang restrribusinya cekik dagang pramdoel rakyat jakartamenyala prakaruntukjakarta,mulanbilqis,neutral
nunggu mas pram fotofoto aneka gaya lupa jari  jakartamenyala kagakribetdah untungadapramdoel,istrinyaabah,neutral
gen z mamak malam minggu mas pram bang doel taman langsat yuk rapat jakartamenyala untungadapramdoel,istrinyaabah,neutral
pramono anung dedikasi dengar aspirasi masyarakat blusukan laku keliling serap hadap rakyat jakartamenyala,SaguKeju8,negative
warga kebon melati nyala satu jakartamenyala prakaruntukjakarta,JhoenRf,negative
pilih yg pastipasti aja deh jejak digital gw pilih mas pram bang doel  gw jakartamenyala  gw optimis pramdoelmenang ,LinNasution,negative
asli the jak the jak asli    th masak masak kalah sm yg  minggu bobotoh dadak the jak gegara nyagub yo mas juara mas pram bang doel u jakartamenyala,Jelli_cent,neutral
kagak ribet jakartamenyala ,JhoenRf,neutral
tuh   susah punggung  lemah kurang propaganda nama   privilege  jakartamenyala gagas original pesan,SETYAKI22965702,negative
kalo nasdem rapat alhamdulilah prakaruntukjakarta jakartamenyala,JhoenRf,negative
momen mas pram silaturahmi komunitas paguyuban warga jakarta jawa kasmaran pimpin leles sudarmanto joglo jateng condet balekambang jaktim jakartamenyala,istrinyaabah,positive
selamat yg raih detikcom awards  tokoh pimpin kolaboratif nominasi sorot mampu mas pram bangun kerja lintas sektor eksekutif legislatif tokoh politik jakartamenyala prakaruntukjakarta,DS_yantie,positive
usia  mas pram doa prabowo subianto presiden moga pimpin bangsa bawa masalah ekonomi tuntas amin moga doa baik kabul jakartamenyala,AnakLolina2,positive
mas pram harga tokoh pimpin kolaboratif detikcom awards  nyala abangkuuh jakartamenyala,narkosun,neutral
pramono anung politis visioner paham dengar rakyat prinsip lupa nurani rakyat bangun fondasi politik kuat orientasi sejahtera masyarakat jakartamenyala,iimwarga062,negative
kuat energi lapis masyarakat mas pram bang deol anak betawai wajib menang pilkada jakarta  jakartamenyala prakaruntukjakarta  irish bella  abu janda  yahya sinwar,Urrangawak,positive
gerbang aswaja jakarta timur dukung pramono anung rano karno pilkada jakarta dekat kultural menang pasang anggap wakil suku jakarta jakartamenyala jakartamnyala pramdoelmenang pramdoel,_CayoPerico,neutral
jowo silaturahmi jalin terima kasih dukung mas mbak inshaallah amanah gaskeun jakartamenyala,pramonoanung,positive
dr camat latih bina job fair yg ada  minggu cari kerja kerja sesuai dgn skillnya anggur minimal ribet yg kagak pake ribet jakartamenyala prakaruntukjakarta,JhoenRf,neutral
bang doel anak betawi asli nengokin warga jakarta belanja biar dikelarin pas wagub yuk enyak babeh lupa pilih pramrano no  jakarta nyala jakartamenyala pramrano doelanakbetawi pilkada pilgubjakarta persija jakmania,alfeandraputra_,neutral
slank aja dukung pramrano resin lingkung jakarta jakartamenyala pramrano doelanakbetawi pilkada pilgubjakarta persija jakmania,alfeandraputra_,neutral
cra utk mnjga budaya betawi prbnyk komunitas org betawi krn it bs mnjdi sarana utk mnjaga eksistensi dri budaya betawi it sndiri melestarikn budaya betawi slh nya dgn mnetapkn cagar budaya ampjuga mnetapkn waris gk benda yg ud dttpkn mnjdi waris milik jkt jakartamenyala,AirinDatangLagi,neutral
jkt adlh kota yg modern kota yg ad indonesia mnjdi tmpat adu nasib pndtng utk mncari untung mnjdi tuju tulang punggung dri daerah jakartamenyala,AirinDatangLagi,positive
terima kasih mas pram jakartamenyala,Aan_Hantorov,positive
allhamdulillah mas pram harga tokoh pimpin kolaboratif ngebuktiin mampu mas pram bangun kerja lintas sektor terima harga wakil o cak lontong ketua timses mas pram bang doel mantap jakartamenyala ,LinNasution,positive
spartan nyala gercep gerak cepat warga butuh bantu kursi roda esok hari langsung antar bukti mas pram amp bang doel kagak ribet gercep pramonorano jakartamenyala nomor,MarahIchsan,neutral
spartan nyala kagak pake ribet hujan panas langsung gass bukti mas pram bang doel ngasih bukti janji percaya tang paslon nomor urut  jakartamenyala,DioR3born,positive
nahh pimpin gak baper kalo kritik jgn kaya ridwan kamil cagub jabar yg emosi kritik warga cagub no  ketawa ngakak roasting komika jakartamenyala gopay  skandal,cahcilich,positive
wadaaw slb jakarta utara akses didik mudah doong didik yg rata bikin jakartamenyala terang mas bang emang syips,TOM5helby,positive
spartan fafifu langsung gerak cepat warga butuh bantu kursi roda esok hari langsung antar bukti mas pram amp bang doel kagak ribet gercep pramonorano jakartamenyala nomor prakaruntukjakarta,KangManto123,neutral
keluh kait banyak sandang disabilitas modal pram janji dana hibah modal kerja disabilitas pilih gubernur jakarta pramono anung  rano karno nyala jakartamenyala prakaruntukjakarta,seruanhl,positive
peduli disabilitas amp butuh khusus peduli amp support umkm peduli lestari budaya betawi yg raih harga tokoh politik kolaboratif detikcom dkj nyala pramdoel jakartamenyala prakaruntukjakarta,tnmuda,positive
umkm tonggak ekonomi indonesia ada umkm bantu daya support umkm mati usaha pramdoel siap dana hibah laku umkm jakartamenyala prakaruntukjakarta  rafael struick irish bela abu janda domisili,_riverheaven,positive
program benyamin s award usung pasang calon gubernur wakil gubernur dki jakarta pramono anung rano karno pilkada  nilai langkah ideal ubah jakarta kota global jakartamenyala,Ganjarfor_ri,neutral
daya umkm titik prioritas utama jakartamenyala akses modal umkm sektor nonformal buka selebarlebarnya geliat ekonomi kelas tengah nyala,TOM5helby,neutral
peduli nyata jakartamenyala,digcv,positive
perintah mesti hadir fasilitas sandang disabilitas mas pram janji tambah slb jakarta utara pilih gubernur daerah khusus jakarta jakartamenyala prakaruntukjakarta skandal exhuma risma yahya sinwar,Muhayya__,positive
calon gubernur jakarta nomor urut  pramono anung janji dana hibah laku usaha mikro tengah umkm pilih pilkada jakarta  jakartamenyala prakaruntukjakarta,Sukapuring,positive
saking cinta warga kebon jati histeris kerubut bang doel pingin salam poto bareng jakartamenyala,Jr_Kawe19,positive
ucap selamat ulang prabowo mas pram calon gubernur jakarta pramono anung ucap selamat ulang presiden pilih prabowo subianto jakartamenyala prakaruntukjakarta,Sukapuring,positive
calon gubernur daerah khusus jakarta pramono anung selamat ulang prabowo moga sehat mas pramono  bang rano jakartamenyala prakaruntukjakarta  hebohbanget hercules gopay agatha christie indah g anies skandal,Eil_Thia,positive
keren kubu lawan panas dingin waga nyanyi rano gubernur gue sambut bang doel kebon jati jakartamenyala,Jr_Kawe19,positive
 ya kampung lahir pimpin bagus kampung transfer abdul ghoni sambut tepuk tangan riah jajar aye mah ngikut forkabi dukung keras pramdoelmenang jakartamenyala,Attaraharja,positive
ya politik riang gembira alhamdulillah hebohbanget politikus nasdem hadir kampanye mas pramono  bang rano jakartamenyala prakaruntukjakarta  hercules gopay agatha christie indah ganies,Eil_Thia,positive
sekretaris kabinet seskab  pramono anung raih harga detikcom awards  tokoh pimpin kolaboratif harga detikcom awards  gelar the westin jakarta kamis  jakartamenyala prakaruntukjakarta,Sukapuring,neutral
bener banget sabar yaa tinggal bulan dikit aja jakartamenyala,DioR3born,positive
bener bang doel putra daerah bukti angkat harkat martabat warga betawi ngapa kudu pilih pimpin transfer jakartamenyala prakaruntukjakarta,abizaiden,positive
pilih nomor  jakarta nyala pram doel mas pram bang doel jakartamenyala kagakribetdah pramonoanungranokarno,MP_Memanggil,positive
pramono anung bangun sekolah slb jakarta utara komitmen upi apriyani milik rumah quran khusus disabilitas jakarta utara pram doel mas pram bang doel jakartamenyala kagakribetdah,MP_Memanggil,positive
mas pram nengokin warga jakarta belanja biar dikelarin pas gubernur yuk enyak babeh lupa pilih pramrano no  jakarta nyala jakartamenyala pramrano doelanakbetawi pilkada pilgubjakarta persija jakmania,fahrialfariz_12,neutral
putra daerah spt bang doel rano yg bukti angkat budaya betawi ngapain pilih pimpin transfer tuju banget wa ma forkabi pramdoelmenang jakartamenyala,Rosmaliaagata,positive
pramono  rano sepakat budaya betawi kuat sebentar jakarta hilang status kota negara kembang budaya tdk liput seni didik amp kuliner pram doel mas pram bang doel jakartamenyala kagakribetdah,MP_Memanggil,neutral
slank aja dukung pramrano resin lingkung jakarta jakartamenyala pramrano doelanakbetawi pilkada pilgubjakarta persija jakmania,fahrialfariz_12,neutral
benyamin s award milik visi bangun kota bersih nyaman indah sejahtera warga jakartamenyala ya kudu dukung mas prambang doel rano dunk lupa yeee nomer  pramdoelmenang,Rosmaliaagata,positive
jakartamenyala abangkuuuuuu ngik,HumorJonTampan,positive
program benyamin s award usung pasang calon gubernur calon wakil gubernur dki jakarta pramono anung rano karno ajang pilgub  nilai strategi ideal jadi jakarta kota global jakartamenyala jakartamnyala pramdoel,_CayoPerico,neutral
pramono anung janji evaluasi retribusi atas proyek mangkrak pasar munjul penuh harap rakyat jakartamenyala,BungkusTukang,neutral
 benyamin s award relevan cermin kota bersih nyaman indah sejahtera sesuai kriteria indeks nilai kota global amat tata kota nirwono yoga jakartamenyala,cak_soleeh,positive
usia prabowo subianto yg  thn cagub jakarta mas doa smg prabowo subianto yg sgr lantik presiden bawa bangsa jakartamenyala prakaruntukjakarta  abu janda skandal rp  agatha christie,Ghurem2,negative
keren program benyamin s award usung paslon gubernur wakil gubernur dki jakarta pramono anung rano karno dlm pilkada  nilai langkah ideal ubah jakarta kota global jakartamenyala pramdoelmenang,wiwiagustin,positive
untungnyaadapramdoel pastinye jakartamenyala prakaruntukjakarta,PemilihJ,positive
transportasi jakarta keren adem tj jakartamenyala busway,Kalibata97,positive
benyamin s award jurus pramonorano jadi jakarta kota global jakartamenyala,b_yoem,negative
salah program keren mas pramdoel rano maju budaya betawi nyak ncang babe masyarakat jakarta gaspol rem yuk dukung mas pram bang doel pimpin jakarta jakartamenyala pramdoelmenang,Attaraharja,positive
pimpin terima masuk kritik dlm bentuk tonton komunikasi event jadi input proses yg nilai baik yg manfaat orang kecuali gak sabar nih nyok bikin jakartamenyala ,King_PWS_,positive
dengar keluh kesah dagang pasar munjul pilih gubernur jakarta siap dana hibah umkm tuju jakartamenyala dukung mas pramonorano menang,abizaiden,negative
mas pramono anung raih harga detikcom awards hebat tokoh pimpin kolaboratif ragu vote  jakartamenyala,Rosmaliaagata,neutral
komitmen mas pilih gubernur jakarta bangun slb jakarta utara mari bantu wujud impi mulia dgn dukung coblos  jakartamenyala pramdoelmenang,cak_soleeh,positive
mas pramono anung blusukan temu warga koja jakarta utara langkah mas pram blusukan sapa dengar yg keluh pimpin sejati ya mas jakartamenyala,wiwiagustin,negative
lembaga adat maju budaya betawi fbr organisasi taung masyarakat betawi titip pramono anung  rano karno yuk dukung budaya betawi lestari anak cucu jakartamenyala,AnakLolina2,neutral
cagub dkj no urut  mas pramono anung selamat ulang  presiden pilih prabowo subianto sehat umur amanah moga mudah pimpin indonesia  jakartamenyala prakaruntukjakarta,03__nakula,positive
program benyamin s award pramonorano nilai dukung jakarta kota global jakarta  program benyamin s award usung pasang calon gubernur calon wakil gubernur dki jakarta pramono anung rano karno ajang pilgub  jakartamenyala,tvspartanindo,positive
kampanye koja warga yg slb jakut tambah tanggap mas pram janji perhati hak anak disabilitas bidang didik pilih gubernur jakarta jakartamenyala,DS_yantie,negative
